number,answer,level
9214,√9+2=1+4;√9-2+1=√4;√9=2-1+√4;√9+2-1=4,medium
9215,√9+2*1=5;√9*2=1+5;√9+2=1*5;√9+2/1=5;√9+2¹=5;√9*2-1=5,medium
9216,√9*2/1=6;√9+2+1=6;√9*2¹=6;9-2-1=6;9=2+1+6;√9*2*1=6;9-2=1+6;√9*2=1*6,easy
9217,9=2*1+7;9-2=1*7;9=2¹+7;√9*2+1=7;9-2¹=7;9-2/1=7;9=2+1*7;9-2*1=7;9=2/1+7,easy
9218,√9²-1=8;9-2+1=8;9=2-1+8;√9²=1+8,easy
9219,√9²*1=9;√9²¹=9;√9²/1=9;√9²=1*9,medium
9220,√9-2=2⁰;√9=2+2⁰,hard
9221,√9-2=2-1;√9=2²-1;√9=2+2-1;√9=2*2-1,medium
9222,√9=2+2/2;√9-2/2=2;√9-2=2/2;√9=2/2+2,medium
9223,√9*2=2*3;√9-2+2=3;√9+2=2+3;√9=2/2*3;√9/2*2=3;√9*2/2=3;√9=2-2+3;√9+2-2=3,medium
9224,√9*2-2=4;√9=2/2+√4;√9-2/2=√4;√9*2=2+4;√9=2+2/√4;√9-2=2/√4;√9+2/2=4,medium
9225,9-2=2+5;9-2*2=5;9-2²=5;9=2²+5;9=2*2+5;9=2+2+5;9-2-2=5,easy
9227,√9²=2+7;√9+2*2=7;√9+2²=7;√9²-2=7;√9+2+2=7,medium
9228,√9*2+2=8;9-2/2=8;9=2/2+8,easy
9229,9*2/2=9;9=2/2*9;9/2*2=9;√9/2*2=√9;√9=2/2*√9;9-2+2=9;9=2-2+9;√9-2+2=√9;√9*2/2=√9;√9*2=2*√9;9+2-2=9;9*2=2*9;√9+2-2=√9;√9+2=2+√9;√9=2-2+√9;9+2=2+9,easy
9230,√9-2=3⁰;√9=2+3⁰,hard
9232,√9=2+3-2;√9-2=3-2;√9/2=3/2;√9+2-3=2;√9²=3²;√9=2*3/2;√9*2=3*2;√9*2/3=2;√9+2=3+2,medium
9233,9-2*3=3;√9=2+3/3;√9²/3=3;√9²=3*3;√9=2*3-3;√9*2-3=3;9=2*3+3;√9-2=3/3;√9*2=3+3,easy
9234,√9-2+3=4;√9=2*3/√4;√9*2/3=√4;√9-2=3-√4;√9*2=3*√4;√9+2=3+√4;√9+2-3=√4;√9=2+3-√4;√9=2-3+4;9-2-3=4;9-2=3+4;√9/2=3/√4;9=2+3+4,easy
9236,9*2/3=6;√9²-3=6;9*2=3*6;√9²=3+6,easy
9238,9+2-3=8;9+2=3+8;√9+2+3=8,easy
9239,√9²/3=√9;9-2*3=√9;√9*2=3+√9;√9²=3*√9;√9+2*3=9;√9=2+3/√9;√9=2*3-√9;9=2*3+√9;√9*2+3=9;√9*2-3=√9;√9-2=3/√9,medium
9240,√9=2+4⁰;√9-2=4⁰;√9=2+√4⁰;√9-2=√4⁰,medium
9241,√9+2-4=1;9-2*4=1;√9=2+√4-1;√9-2=√4-1;9=2*4+1;√9=2*√4-1;√9+2=4+1,easy
9242,√9*2-4=2;√9*2=4+2;√9=2/√4+2;√9=2+√4/2;√9-2=√4/2;√9-2/√4=2,medium
9243,√9=2/√4*3;√9=2+4-3;9-2-4=3;√9-2=4-3;√9*2/√4=3;√9/2*√4=3;√9+2=√4+3;√9-2+√4=3;9-2=4+3;√9*2=√4*3;√9+2-√4=3;√9=2-√4+3;9=2+4+3,easy
9244,√9-2/√4=√4;√9-2=4/4;√9*2-√4=4;√9*2-4=√4;√9=2+√4/√4;√9=2+4/4;√9*2=4+√4;√9-2=√4/√4;√9*2=√4+4;√9+2/√4=4;√9=2/√4+√4,medium
9245,√9=2-4+5;√9-2+4=5;9=2+√4+5;9-2-√4=5;9=2*√4+5;9-2*√4=5;9-2=√4+5;√9²-4=5;√9=2*4-5;√9²=4+5,medium
9246,√9/2*4=6;√9=2/4*6,hard
9247,√9+2+√4=7;√9²=√4+7;9+2-4=7;√9²-√4=7;9+2=4+7;√9+2*√4=7,easy
9248,9-2/√4=8;√9*2+√4=8;9=2/√4+8,medium
9249,√9+2+4=9;9-2-4=√9;9=2/√4*9;√9=2-√4+√9;9=2+4+√9;√9*2=√4*√9;√9=2/√4*√9;√9*2/√4=√9;√9+2-√4=√9;9+2=√4+9;9*2/√4=9;√9=2+4-√9;9=2-√4+9;9/2*√4=9;√9+2=√4+√9;√9-2+√4=√9;9*2=√4*9;9+2-√4=9;9-2=4+√9;9-2+√4=9;√9-2=4-√9;√9/2*√4=√9,medium
9250,√9+2-5=0;√9-2=5⁰;√9=2+5⁰;√9+2=5+0;√9+2=5-0,medium
9251,9=2*5-1;√9+2=5/1;√9*2=5+1;√9+2=5*1;√9*2-5=1;√9+2=5¹,medium
9252,9-2=5+2;9=2+5+2;9-2-5=2,easy
9254,9=2+5+√4;√9=2+5-4;√9-2=5-4;9-2-5=√4;√9²-5=4;√9²=5+4;9-2=5+√4,medium
9255,√9=2+5/5;√9-2=5/5,hard
9256,9+2=5+6;9+2-5=6;√9-2+5=6;√9=2-5+6,easy
9257,√9=2*5-7,hard
9260,√9*2=6+0;√9*2=6-0;√9*2-6=0;√9-2=6⁰;√9=2+6⁰,medium
9261,√9+2=6-1;9-2=6+1;9-2-6=1;√9*2=6*1;√9*2/6=1;√9*2=6¹;√9*2=6/1;9=2+6+1,easy
9263,√9²=6+3;9*2/6=3;√9²-6=3;9=2*6-3;9*2=6*3,easy
9264,√9/2=6/4;√9=2*6/4,hard
9265,√9=2+6-5;9+2=6+5;9+2-6=5;√9-2=6-5,easy
9266,√9=2+6/6;√9-2=6/6,hard
9267,√9=2-6+7;√9-2+6=7,hard
9269,√9²-6=√9;9*2=6*√9;9*2/6=√9;√9²=6+√9;9=2*6-√9;√9=2/6*9;√9/2*6=9;√9=2*6-9,medium
9270,√9-2=7⁰;9-2=7-0;9=2+7-0;√9=2+7⁰;9=2+7+0;9-2=7+0;9-2-7=0,easy
9271,9=2+7/1;9=2+7*1;9-2=7¹;9=2+7¹;√9*2=7-1;9-2=7/1;9-2=7*1,easy
9272,√9²-7=2;√9+2=7-2;√9²=7+2,medium
9274,9+2-7=4;√9²=7+√4;√9+2=7-√4;9+2=7+4;√9²-7=√4,easy
9275,9=2*7-5,hard
9276,√9-2=7-6;√9=2+7-6,hard
9277,√9=2+7/7;√9-2=7/7,hard
9278,√9=2-7+8;√9-2+7=8,hard
9280,√9-2=8⁰;√9=2+8⁰,hard
9281,9=2+8-1;√9²-8=1;√9²=8+1;9-2=8-1,easy
9282,√9*2=8-2,hard
9283,√9+2=8-3;9+2-8=3;9+2=8+3,easy
9284,√9*2=8-√4,hard
9287,9=2*8-7;√9=2+8-7;√9-2=8-7,medium
9288,√9=2+8/8;√9-2=8/8,hard
9289,9+2=8+√9;√9-2+8=9;√9=2-8+9;9+2-8=√9;√9+2=8-√9,medium
9290,√9-2=√9⁰;√9²=9-0;√9²-9=0;√9=2+√9⁰;√9=2+9⁰;√9²=9+0;√9-2=9⁰,medium
9291,√9²/9=1;√9²=9*1;√9²=9¹;√9²=9/1,medium
9292,9*2/9=2;9/2=9/2;9*2=9*2;9²=9²;√9*2=√9*2;9=2+9-2;√9+2=√9+2;√9=2*√9/2;9-2=9-2;9+2=9+2;√9-2=√9-2;√9*2/√9=2;9=2*9/2;√9+2-√9=2;√9²=√9²;9+2-9=2;√9/2=√9/2;√9=2+√9-2,easy
9293,√9=2*√9-3;√9*2=√9+3;√9²/√9=3;√9*2-√9=3;9=2*√9+3;√9*2=9-3;√9-2=√9/3;√9=2+√9/3;9-2*√9=3;√9²=√9*3,medium
9294,9/2=9/√4;√9+2-√9=√4;√9=2+√9-√4;9=2+9-√4;9+2-9=√4;√9/2=√9/√4;√9*2=√9*√4;9+2=9+√4;√9*2/√9=√4;9=2+√9+4;9-2-√9=4;9*2/9=√4;9-2=9-√4;√9+2=√9+√4;√9=2-√9+4;9*2=9*√4;√9=2*√9/√4;9-2=√9+4;√9-2=√9-√4;9=2*9/√4;√9-2+√9=4;√9+2=9-4,medium
9296,9*2/√9=6;√9/2=9/6;√9²-√9=6;√9=2*9/6;9*2=√9*6;√9²=√9+6,medium
9298,√9=2+9-8;√9+2+√9=8;√9-2=9-8;9+2-√9=8;9+2=√9+8,medium
9299,9*2-9=9;√9-2=√9/√9;9²/9=9;9=2*9-9;9²=9*9;9-2*√9=√9;√9²=√9*√9;√9*2-√9=√9;√9=2+9/9;√9=2+√9/√9;√9*2=√9+√9;√9²/√9=√9;√9+2*√9=9;√9*2=9-√9;9*2=9+9;9=2*√9+√9;√9*2+√9=9;√9=2*√9-√9;√9-2=9/9,easy
9300,√9*3*0=0;9/3*0=0;√9=3-0-0;√9/3*0=0;√9=3+0+0;√9=3*0⁰;√9-3=0-0;√9-3+0=0;√9=3+0-0;√9-3-0=0;√9=3-0*0;√9=3⁰⁰;√9-3=0+0;√9=3-0+0;√9-3=0*0;√9/3=0⁰;√9=3+0*0;9*3*0=0,easy
9301,√9-3=0*1;√9/3=0+1;√9=3+0*1;√9=3-0¹;√9=3-0/1;√9=3-0*1;√9/3+0=1;√9=3+0/1;√9/3-0=1;√9=3+0¹;√9-3=0¹;√9-3=0/1,medium
9302,√9=3+0/2;√9-3⁰=2;√9-3=0²;√9-3=0*2;√9=3-0/2;√9=3⁰+2;√9-3=0/2;√9=3-0*2;√9=3+0*2;√9=3+0²;√9=3-0²,medium
9303,√9=3⁰*3;√9=3-0*3;9/3=0+3;√9=3-0/3;√9-3*0=3;√9-3=0/3;√9=3+0/3;9/3-0=3;√9+3*0=3;√9/3⁰=3;√9=3+0*3;9/3+0=3;√9=3*0+3;√9-3=0*3;√9*3⁰=3,easy
9304,√9-3=0/4;√9=3-0*√4;√9-3⁰=√4;√9=3+0*4;√9=3-0/4;√9-3=0*4;√9=3+0/√4;√9=3-0/√4;√9=3⁰+√4;√9-3=0*√4;√9=3+0*√4;√9-3=0/√4;√9+3⁰=4;√9=3+0/4;√9=3-0*4,medium
9305,√9-3=0*5;√9=3+0/5;√9=3-0/5;√9-3=0/5;√9=3-0*5;√9=3+0*5,medium
9306,√9+3+0=6;9-3-0=6;9-3+0=6;√9+3=0+6;√9+3-0=6;9=3+0+6;√9=3-0*6;√9=3+0/6;√9-3=0/6;√9=3+0*6;9-3=0+6;√9-3=0*6;9=3-0+6;√9=3-0/6,easy
9307,√9=3+0*7;√9-3=0/7;√9=3-0*7;√9-3=0*7;√9=3-0/7;√9=3+0/7,medium
9308,√9-3=0*8;9=3⁰+8;√9=3+0*8;√9-3=0/8;√9=3+0/8;√9=3-0/8;√9=3-0*8;9-3⁰=8,medium
9309,√9*3-0=9;9*3⁰=9;√9*3=0+9;√9=3-0/9;9/3=0+√9;√9+3*0=√9;√9-3*0=√9;√9-3=0/√9;√9-3=0/9;9=3⁰*9;9/3⁰=9;√9=3+0*√9;9/3+0=√9;√9=3*0+√9;9-3*0=9;9+3*0=9;9=3*0+9;√9=3+0/9;√9-3=0*9;√9/3⁰=√9;√9=3-0/√9;√9=3+0/√9;√9*3⁰=√9;9/3-0=√9;√9=3⁰*√9;√9=3-0*9;√9-3=0*√9;√9*3+0=9;√9=3-0*√9;√9=3+0*9,easy
9310,√9=3¹⁰;√9=3*1⁰;√9-3=1*0;√9=3+1*0;√9=3/1+0;√9=3-1*0;√9=3¹-0;√9=3*1-0;√9/3=1+0;√9/3=1-0;√9=3*1+0;√9-3*1=0;√9=3¹+0;√9-3/1=0;√9=3/1-0;√9/3=1⁰;√9-3¹=0;√9=3/1⁰;√9/3-1=0,medium
9311,√9=3/1/1;√9=3/1¹;√9=3¹/1;√9/3=1*1;√9/3=1/1;√9=3/1*1;√9/3/1=1;√9=3*1*1;√9=3*1/1;√9=3¹¹;√9=3-1+1;√9/3=1¹;√9=3¹*1;√9=3*1¹;√9=3+1-1;√9/3¹=1;√9-3+1=1;√9-3=1-1;√9/3*1=1,medium
9312,√9=3¹²;√9=3/1²;9/3=1+2;9/3-1=2;√9/3+1=2;√9/3=1²;√9=3*1²,easy
9313,9/3/1=3;9=3/1*3;9=3¹*3;9=3*1*3;9/3=1*3;9/3¹=3;9/3*1=3,easy
9314,9/3+1=4;9/3=1+√4;9/3-1=√4;√9/3+1=√4,medium
9315,9=3+1+5;9-3=1+5;√9+3=1+5;√9+3-1=5;9-3-1=5,easy
9316,√9+3=1*6;√9+3*1=6;9-3=1*6;9=3/1+6;9=3+1*6;9=3*1+6;9-3/1=6;√9+3¹=6;9=3¹+6;√9+3/1=6;9-3¹=6;9-3*1=6,easy
9317,9=3-1+7;√9+3+1=7;9-3+1=7,easy
9318,√9*3-1=8;√9*3=1+8,hard
9319,√9*3=1*9;9/3=1*√9;9/3/1=√9;9=3/1*√9;√9*3/1=9;√9*3¹=9;√9*3*1=9;9/3¹=√9;9/3*1=√9;9=3¹*√9;9=3*1*√9,medium
9320,√9=3*2⁰;√9=3+2*0;√9=3-2*0;√9-3=2*0;9=3²+0;9-3²=0;√9/3=2⁰;√9=3²⁰;9=3²-0;√9=3/2⁰,medium
9321,9/3²=1;9=3²*1;9/3-2=1;9=3²/1;√9/3=2-1;9/3=2+1;9=3²¹,easy
9322,√9-3+2=2;√9=3/2*2;√9=3-2+2;√9/3=2/2;√9/3*2=2;√9=3*2/2;√9=3+2-2;√9-3=2-2,medium
9323,9=3+2*3;9-3=2*3;√9=3*2-3;√9+3=2*3;√9/3+2=3;9=3*2+3;9-3*2=3;√9=3²/3,easy
9324,√9-3+2=√4;9-3-2=4;√9-3=2-√4;√9/3*2=√4;√9+3-2=4;√9=3+2-√4;√9=3*2/√4;√9+3=2+4;9-3=2+4;9=3+2+4;√9=3/2*√4;√9/3=2/√4;√9=3-2+√4,easy
9325,9/3+2=5,hard
9326,9+3=2*6;9/3*2=6;9=3/2*6;√9=3²-6,easy
9327,√9*3-2=7;√9*3=2+7,hard
9328,9-3+2=8;9=3-2+8;√9+3+2=8,easy
9329,9-3=2*√9;9=3+2*√9;√9+3=2*√9;9=3*2+√9;√9/3+2=√9;9-3*2=√9;√9=3*2-√9;√9=3²/√9;√9+3*2=9,medium
9330,√9=3-3*0;9=3*3-0;√9/3=3⁰;9=3*3+0;9/3=3+0;√9=3/3⁰;9/3=3-0;√9=3*3⁰;9-3*3=0;√9=3+3*0;9/3-3=0;√9-3=3*0,easy
9331,9/3/3=1;9/3=3¹;9=3*3¹;9=3*3/1;9/3=3*1;9=3*3*1;9/3=3/1,easy
9332,√9=3/3+2;√9/3=3-2;√9*3=3²;√9-3/3=2;9-3=3*2;√9+3=3*2;9=3+3*2,easy
9333,9-3=3+3;√9*3/3=3;√9/3=3/3;√9=3/3*3;√9=3*3/3;9=3+3+3;9-3-3=3;√9=3+3-3;√9/3*3=3;√9-3+3=3;√9+3=3+3;√9+3-3=3;√9*3=3*3;√9-3=3-3;√9=3-3+3,easy
9334,√9+3=3*√4;√9+3/3=4;9=3+3*√4;9+3=3*4;√9-3/3=√4;√9/3+3=4;√9/3=3-√4;9-3=3*√4;√9=3/3+√4,medium
9336,9/3+3=6;√9*3=3+6;√9=3*3-6;√9*3-3=6,medium
9338,9=3/3+8;9-3/3=8,easy
9339,9+3-3=9;√9=3-3+√9;√9=3/3*√9;9*3/3=9;9-3=3+√9;√9=3*3/√9;√9+3-3=√9;√9*3=3*√9;9+3=3+9;9-3-3=√9;9=3-3+9;√9/3*3=√9;√9+3+3=9;9/3*3=9;9-3+3=9;√9+3=3+√9;√9-3+3=√9;√9/3=3/√9;√9=3+3-√9;9*3=3*9;9=3+3+√9;√9*3/3=√9;√9-3=3-√9;9=3/3*9,easy
9340,√9=3+4*0;√9-3=4*0;√9-3=√4*0;√9=3-4*0;√9/3=4⁰;√9=3*4⁰;√9=3*√4⁰;√9/3=√4⁰;√9=3+√4*0;√9=3/√4⁰;√9=3-√4*0;√9=3/4⁰,medium
9341,9/3=4-1;9/3=√4+1;9/3-√4=1;√9/3=√4-1,medium
9342,√9=3-√4+2;√9=3/√4*2;√9/3*√4=2;√9-3+√4=2;√9=3*√4/2;√9+3-4=2;√9-3=√4-2;9=3+4+2;9-3=4+2;9-3-4=2;√9/3=√4/2;√9=3+√4-2;√9+3=4+2,easy
9343,√9+3=√4*3;9+3=4*3;9=3*√4+3;√9=3*√4-3;√9/3=4-3;9=3*4-3;9-3=√4*3;9-3*√4=3;√9/3+√4=3;9=3+√4*3,easy
9344,√9=3+4-4;√9+3=√4+4;9-3=√4+4;√9-3=√4-√4;√9=3/√4*√4;9-3-4=√4;√9/3*4=4;√9=3-√4+√4;9=3+4+√4;√9-3+4=4;√9-3=4-4;√9=3*4/4;√9-3+√4=√4;√9/3*√4=√4;√9+3-√4=4;9-3=4+√4;√9=3-4+4;9=3+√4+4;√9=3+√4-√4;√9+3-4=√4;9-3-√4=4;√9+3=4+√4;√9/3=4/4;√9/3=√4/√4;√9=3/4*4;√9=3*√4/√4,medium
9345,9/3+√4=5;√9/3+4=5;√9*3-4=5;√9*3=4+5,medium
9346,9=3/√4*6;9/3*√4=6;9+3=√4*6,medium
9347,√9*3-√4=7;√9*3=√4+7;9/3+4=7,medium
9348,9=3-√4+8;9+3-4=8;√9+3+√4=8;9-3+√4=8;9+3=4+8,easy
9349,√9=3*√4-√9;9=3+√4*√9;√9+3*√4=9;9-3=√4*√9;9-3*√4=√9;√9/3+√4=√9;√9/3=4-√9;9=3*√4+√9;9+3=4*√9;9=3*4-√9;√9=3*4-9;√9+3=√4*√9,medium
9350,√9-3=5*0;√9=3-5*0;√9=3+5*0;√9=3*5⁰;√9=3/5⁰;√9/3=5⁰,medium
9351,9-3=5+1;9-3-5=1;√9+3-5=1;√9+3=5+1;9=3+5+1,easy
9352,9/3=5-2,hard
9354,9/3=5-√4;√9/3=5-4;√9*3-5=4;√9*3=5+4,medium
9355,√9=3*5/5;√9-3+5=5;√9=3+5-5;√9=3/5*5;√9-3=5-5;√9/3=5/5;√9/3*5=5;√9=3-5+5,medium
9356,√9/3+5=6;9=3*5-6,medium
9357,9+3=5+7;9+3-5=7,easy
9358,9/3+5=8,hard
9360,√9=3*6⁰;√9/3=6⁰;9-3=6-0;√9+3=6-0;9=3+6-0;√9=3-6*0;√9=3/6⁰;9-3-6=0;√9=3+6*0;√9+3-6=0;√9-3=6*0;9=3+6+0;9-3=6+0;√9+3=6+0,easy
9361,√9+3=6*1;9=3+6¹;9-3=6*1;9=3+6*1;9-3=6¹;√9+3=6/1;9=3+6/1;9-3=6/1;√9+3=6¹,easy
9362,9/3=6/2;9+3=6*2;9=3*6/2,easy
9363,√9*3=6+3;9/3=6-3;√9*3-6=3,medium
9364,9+3=6*√4;9/3=6/√4;9=3*6/√4,medium
9365,√9/3=6-5,hard
9366,√9/3*6=6;√9-3=6-6;9+3-6=6;√9/3=6/6;9+3=6+6;√9-3+6=6;√9=3-6+6;√9=3+6-6;√9=3*6/6;√9=3/6*6,easy
9367,√9/3+6=7,hard
9369,9/3=6-√9;9/3+6=9;9=3*6-9;√9*3-6=√9;√9*3=6+√9,easy
9370,√9=3*7⁰;√9-3=7*0;√9=3+7*0;√9=3/7⁰;√9/3=7⁰;√9=3-7*0,medium
9371,9-3=7-1;√9+3=7-1;9=3+7-1,easy
9372,√9*3-7=2;√9*3=7+2,hard
9374,√9*3-7=√4;9/3=7-4;√9*3=7+√4,medium
9375,9+3=7+5;9+3-7=5,easy
9376,√9/3=7-6,hard
9377,√9-3+7=7;√9=3+7-7;√9=3*7/7;√9=3/7*7;√9/3*7=7;√9=3-7+7;√9-3=7-7;√9/3=7/7,medium
9378,√9/3+7=8,hard
9380,√9-3=8*0;√9=3/8⁰;√9=3-8*0;√9=3*8⁰;√9=3+8*0;√9/3=8⁰,medium
9381,√9*3=8+1;√9*3-8=1,hard
9382,√9+3=8-2;9=3+8-2;9-3=8-2,easy
9384,9=3+8-√4;√9+3=8-√4;9-3=8-√4;9+3=8+4;9+3-8=4,easy
9385,9/3=8-5,hard
9387,√9/3=8-7,hard
9388,√9=3/8*8;√9/3*8=8;√9-3=8-8;√9-3+8=8;√9=3*8/8;√9=3+8-8;√9/3=8/8;√9=3-8+8,medium
9389,√9/3+8=9,hard
9390,9/3-√9=0;√9/3=9⁰;√9*3-9=0;9=3*√9-0;√9*3=9-0;9/3=√9-0;√9/3=√9⁰;√9-3=9*0;√9=3/9⁰;√9=3*√9⁰;√9=3/√9⁰;9/3=√9+0;√9-3=√9*0;√9*3=9+0;9=3*√9+0;9-3*√9=0;√9=3*9⁰;√9=3-√9*0;√9=3-9*0;√9=3+√9*0;√9=3+9*0,medium
9391,9=3*√9*1;9=3*√9¹;√9*3=9*1;9/3=√9/1;9=3*√9/1;√9*3=9/1;√9*3/9=1;9/3=√9*1;√9*3=9¹;9/3/√9=1;9/3=√9¹,medium
9392,9-3=√9*2;√9+3=√9*2;√9/3=√9-2;√9=3/√9+2;√9-3/√9=2;√9*3=√9²;9=3+√9*2,medium
9393,√9=3+√9-3;√9+3-√9=3;9-3=√9+3;√9=3-√9+3;9-3-√9=3;√9=3*√9/3;9/3=9/3;√9-3+√9=3;√9+3=9-3;√9=3/√9*3;9*3=9*3;9+3-9=3;√9-3=√9-3;9=3*9/3;9-3=9-3;√9/3*√9=3;√9*3/√9=3;√9+3=√9+3;9*3/9=3;√9*3=√9*3;9=3+9-3;9=3+√9+3;√9/3=√9/3;9+3=9+3,easy
9394,√9-3/√9=√4;9=3+√9*√4;9+3=√9*4;√9+3/√9=4;√9=3/√9+√4;√9/3=√9-√4;9-3=√9*√4;√9/3+√9=4;√9+3=√9*√4,medium
9396,√9*3-√9=6;√9=3*√9-6;9/3=9-6;9/3+√9=6;√9*3=√9+6,medium
9398,9=3/√9+8;9-3/√9=8;√9/3=9-8,medium
9399,√9=3+9-9;√9*3=√9*√9;9-3=√9+√9;9=3-√9+9;√9/3=9/9;9+3-9=√9;9*3/9=√9;√9/3*9=9;9/3*√9=9;√9=3-9+9;√9=3/√9*√9;9*3=√9*9;√9*3/√9=√9;√9=3/9*9;√9=3*√9/√9;√9-3+√9=√9;9-3-√9=√9;√9+3=9-√9;√9=3+√9-√9;√9-3=9-9;√9+3+√9=9;√9+3-√9=√9;√9/3=√9/√9;9=3/√9*9;9*3=9*√9;√9+3=√9+√9;√9-3+9=9;9-3=9-√9;9+3=9+√9;9=3+√9+√9;√9=3-√9+√9;9/3=9/√9;√9-3=√9-√9;9-3+√9=9;9+3-√9=9;9+3=√9+9;√9=3*9/9;9*3/√9=9;9=3*9/√9;√9/3*√9=√9;9=3+9-√9,medium
9400,9*√4*0=0;√9=√4+0⁰;√9*4*0=0;√9*√4*0=0;√9/4*0=0;√9-√4=0⁰;9*4*0=0;9/√4*0=0;√9=4-0⁰;√9/√4*0=0;9/4*0=0,easy
9401,√9=√4+0+1;√9-√4+0=1;√9=√4-0+1;√9-4=0-1;√9-√4=0+1;√9=4+0-1;√9=4-0-1;√9-√4-0=1,medium
9402,√9-√4⁰=2;√9-4⁰=2;√9=4⁰+2;√9=√4⁰+2,medium
9403,√9-4*0=3;√9=√4⁰*3;√9/4⁰=3;√9-√4*0=3;√9+√4*0=3;√9*√4⁰=3;√9/√4⁰=3;√9=4*0+3;√9+4*0=3;√9=4⁰*3;√9=√4*0+3;√9*4⁰=3,medium
9404,√9=√4⁰+√4;√9=4⁰+√4;√9+4⁰=4;√9-√4⁰=√4;√9+√4⁰=4;√9-4⁰=√4,medium
9405,√9+√4-0=5;9=4+0+5;9-4+0=5;9-4-0=5;√9+√4+0=5;√9+√4=0+5;9=4-0+5;9-4=0+5,easy
9406,√9*√4+0=6;√9*√4-0=6;√9*√4=0+6,medium
9407,9-√4+0=7;√9+4+0=7;√9+4=0+7;9-√4=0+7;√9+4-0=7;9=√4-0+7;9-√4-0=7;9=√4+0+7,medium
9408,9=√4⁰+8;9-√4⁰=8;9-4⁰=8;9=4⁰+8,medium
9409,9+4*0=9;√9/√4⁰=√9;9+√4*0=9;√9=√4⁰*√9;√9+√4*0=√9;√9=4⁰*√9;9/√4⁰=9;9=√4*0+9;√9*√4⁰=√9;√9+4*0=√9;9-4*0=9;9*√4⁰=9;√9=√4*0+√9;9=√4⁰*9;9=4*0+9;√9*4⁰=√9;9=4⁰*9;9-√4*0=9;√9=4*0+√9;√9-√4*0=√9;√9-4*0=√9;9*4⁰=9;9/4⁰=9;√9/4⁰=√9,easy
9410,√9=√4+1-0;√9-4+1=0;√9-√4=1+0;√9=4-1+0;√9-√4=1-0;√9-√4=1⁰;√9=4-1⁰;√9=√4+1⁰;√9-√4-1=0;√9=√4+1+0;√9=4-1-0,medium
9411,√9=√4+1¹;√9=√4*1+1;√9-√4*1=1;√9=4-1/1;√9-√4=1*1;√9-√4¹=1;√9=√4/1+1;√9=4*1-1;√9-√4=1¹;√9=√4+1*1;√9-√4/1=1;√9-√4=1/1;√9=4¹-1;√9=4/1-1;√9=4-1*1;√9=√4+1/1;√9=√4¹+1;√9=4-1¹,medium
9412,√9-√4=1²;√9-√4+1=2;√9=4+1-2;√9-4=1-2;√9=√4-1+2;√9=√4+1²;√9=4-1²,medium
9414,9=4+1+4;9-4-1=4;√9=4+1-√4;9-4=1+4;√9+√4-1=4;√9-4=1-√4;√9+√4=1+4;√9=√4-1+√4;√9-√4+1=√4,easy
9415,√9+√4/1=5;9-4*1=5;√9+√4=1*5;√9*√4-1=5;9=4*1+5;9=4+1*5;9-4¹=5;√9+√4*1=5;√9+√4¹=5;√9*√4=1+5;9=4¹+5;9-4=1*5;9-4/1=5;9=4/1+5,easy
9416,9=√4+1+6;√9*√4*1=6;√9*√4¹=6;√9+4-1=6;9-4+1=6;9=4-1+6;9-√4=1+6;√9*√4=1*6;9-√4-1=6;√9*√4/1=6;√9+√4+1=6;√9+4=1+6,easy
9417,√9+4=1*7;√9+4*1=7;9=√4/1+7;√9+4/1=7;9=√4¹+7;9-√4*1=7;9=√4*1+7;9=√4+1*7;√9*√4+1=7;9-√4/1=7;√9+4¹=7;9-√4¹=7;9-√4=1*7,medium
9418,√9+4+1=8;9-√4+1=8;9=√4-1+8,medium
9420,√9=√4+2⁰;√9=4-2⁰;√9-√4=2⁰,medium
9421,√9=4-2+1;√9=√4*2-1;√9-4+2=1;9=4*2+1;√9=√4²-1;9-4*2=1;√9-√4=2-1;√9=4/2+1;√9-4/2=1;√9=√4+2-1,easy
9422,√9=4-2/2;√9=√4/2+2;√9-√4=2/2;√9=√4+2/2;√9-√4/2=2,medium
9423,9-4=2+3;√9+√4-2=3;√9-4=2-3;√9*√4=2*3;9=4+2+3;√9*√4/2=3;√9+√4=2+3;√9/√4*2=3;√9=√4/2*3;√9=√4-2+3;√9=4+2-3;√9-√4+2=3;9-4-2=3,easy
9424,√9-√4/2=√4;√9*√4-2=4;√9*√4=2+4;√9-√4=2/√4;√9=√4+2/√4;√9=√4/2+√4;√9+√4/2=4;√9=4-2/√4,medium
9425,√9+4=2+5;√9+4/2=5;9-√4-2=5;9=√4+2+5;9-√4=2+5;9-√4²=5;9-√4*2=5;9=√4*2+5;9=√4²+5;√9+4-2=5;√9=4*2-5,medium
9426,√9*4=2*6;√9*4/2=6,hard
9427,9=4-2+7;9-4+2=7;√9+√4+2=7;9-4/2=7;9=4²-7;9=4/2+7;√9+√4*2=7;√9+√4²=7,easy
9428,9-√4/2=8;√9*√4+2=8;9=√4/2+8,medium
9429,√9+4+2=9;9=4+2+√9;9-√4+2=9;9+√4-2=9;√9/√4*2=√9;9*√4/2=9;9=√4-2+9;9-4-2=√9;√9-√4+2=√9;9-4=2+√9;9=√4/2*9;√9*√4=2*√9;√9*√4/2=√9;√9+√4=2+√9;√9-4=2-√9;9*√4=2*9;√9=4+2-√9;√9=√4-2+√9;√9+√4-2=√9;9/√4*2=9;9+√4=2+9;√9=√4/2*√9,medium
